,BLDG/RM,COURSE,CREDIT,CRN,DAY/TIME,FROM / TO,INSTR.,SECT,STATUS,SUBJ
1431,1957 E 309,Discussion,0.00,27746,F02:20PM - 03:35PM,01/14/13 - 04/29/13,"Refayet, M; Foster, J; Basu, K",35,CLOSED,IAFF
1432,1957 E 111,Discussion,0.00,27797,F09:35AM - 10:50AM,01/14/13 - 04/29/13,"Basu, K; Foster, J; Darst, R",37,CLOSED,IAFF
1433,1957 E 315,Discussion,0.00,27798,F11:10AM - 12:25PM,01/14/13 - 04/29/13,"Basu, K; Darst, R; Foster, J",38,CLOSED,IAFF
1434,1957 E B17,Latin Amer:Problems & Promise,3.00,21990,TR11:10AM - 12:25PM,01/14/13 - 04/29/13,"Kaplan, S",10,OPEN,IAFF
1435,1957 E B17,Africa: Problems and Prospects,3.00,21416,TR03:45PM - 05:00PM,01/14/13 - 04/29/13,"Shinn, D",10,CLOSED,IAFF
1436,SEE DEPT,ESIA Undergraduate Scholars,3.00,23821,W01:30PM - 03:30PM,01/14/13 - 04/29/13,"Mochizuki, M",10,OPEN,IAFF
1437,2020 K 14,US-Asia: Critical Issues,3.00,25415,W12:45PM - 03:15PM,01/14/13 - 04/29/13,"Sutter, R",11,CLOSED,IAFF
1438,PHIL 413,Arab Politics,3.00,23624,M07:10PM - 09:40PM,01/14/13 - 04/29/13,"Kiamie, C",12,CLOSED,IAFF
1439,1957 E 308,Turkey and Its Neighbors,3.00,23484,R05:10PM - 07:00PM,01/14/13 - 04/29/13,"Beyoghlow, K",13,CLOSED,IAFF
1440,DUQUES 152,"Nat'l Sec, Foreign & Intel Pol",3.00,23497,TR11:10AM - 12:25PM,01/14/13 - 04/29/13,"Barton, D",14,CLOSED,IAFF
1441,COR 106,'Rising' Africa and the World,3.00,26825,T07:10PM - 09:40PM,01/14/13 - 04/29/13,"Siko, J",15,CLOSED,IAFF
1442,BELL 105,"Science, Technology, & Policy",3.00,23768,R07:10PM - 09:40PM,01/14/13 - 04/29/13,"Woytowicz, C",16,OPEN,IAFF
1443,MPA 305,Dissent: A Study in Memoirs,3.00,23623,R07:10PM - 09:40PM,01/14/13 - 04/29/13,"Clark, M",17,CLOSED,IAFF
1444,1957 E 211,Space in International Affairs,3.00,25229,W07:10PM - 09:40PM,01/14/13 - 04/29/13,"Leshner, R",10,OPEN,IAFF
1445,1957 E 315,Energy and the Environment,3.00,25227,W03:30PM - 06:00PM,01/14/13 - 04/29/13,"Rycroft, R",11,OPEN,IAFF
1446,1957 E 112,Globalization & Natl' Security,3.00,23997,M07:10PM - 09:40PM,01/14/13 - 04/29/13,"Realuyo, C",10,CLOSED,IAFF
1447,1957 E 310,Theory of War,3.00,27163,W12:45PM - 03:15PM,01/14/13 - 04/29/13,"Biddle, S",80,CLOSED,IAFF
1448,1957 E 310,Theory of War,3.00,27161,W12:45PM - 03:15PM,01/14/13 - 04/29/13,"Biddle, S",81,CLOSED,"PSC
"
1449,1957 E 212,Conflict & Conflict Resolution,3.00,24001,T12:45PM - 03:15PM,01/14/13 - 04/29/13,"Levinger, M",10,CLOSED,IAFF
1450,DUQUES 152,Intro-International Business,3.00,20263,MW12:45PM - 02:00PM,01/14/13 - 04/29/13,"Elliot, E",10,WAITLIST,IBUS
1451,DUQUES 152,Intro-International Business,3.00,21330,MW02:20PM - 03:35PM,01/14/13 - 04/29/13,"Elliot, E",11,OPEN,IBUS
1452,DUQUES 152,Intro-International Business,3.00,21551,MW03:45PM - 05:00PM,01/14/13 - 04/29/13,"Elliot, E",12,OPEN,IBUS
1453,FNGR 222,International Marketing Mgt,3.00,20264,MW11:10AM - 12:25PM,01/14/13 - 04/29/13,"Helm, A",10,OPEN,IBUS
1454,FNGR 210,International Marketing Mgt,3.00,22824,MW12:45PM - 02:00PM,01/14/13 - 04/29/13,"Helm, A",11,OPEN,IBUS
1455,GOV 104,International Business Finance,3.00,26570,MW03:45PM - 05:00PM,01/14/13 - 04/29/13,"Park, Y",10,WAITLIST,IBUS
1456,DUQUES 152,Foreign Market Analysis,3.00,27650,M07:10PM - 09:40PM,01/14/13 - 04/29/13,"Helm, A",10,CLOSED,IBUS
1457,,International Banking,3.00,26572,,01/14/13 - 04/29/13,,10,CANCELLED,IBUS
1458,FNGR 220,Intl Monetary/Financial Issues,3.00,24813,W03:30PM - 06:00PM,01/14/13 - 04/29/13,"Leipziger, D",10,OPEN,IBUS
1459,DUQUES 360,Managing-Multintnl Enterprise,3.00,25896,TR02:20PM - 03:35PM,01/14/13 - 04/29/13,"Loewenthal, N",10,WAITLIST,IBUS
1460,DUQUES 259,Managing-Multintnl Enterprise,3.00,26573,MW03:45PM - 05:00PM,01/14/13 - 04/29/13,"Cannizzaro, A",11,OPEN,IBUS
1461,1957 E 111,Managing-Developing Countries,3.00,26574,TR11:10AM - 12:25PM,01/14/13 - 04/29/13,"Wang, Y",10,WAITLIST,IBUS
1462,GELM B04,Managing-Developing Countries,3.00,27504,R03:30PM - 06:00PM,01/14/13 - 04/29/13,"Assefa, Y",11,CLOSED,IBUS
1463,SEE DEPT,Ghana,3.00,27497,,01/14/13 - 04/29/13,"Spencer, J",60,OPEN,IBUS
1464,,Ghana,3.00,25577,,01/14/13 - 04/29/13,"Spencer, J",60,OPEN,IBUS
1465,DUQUES 254,"Oil:Industry, Economy,Society",3.00,26575,M03:30PM - 06:00PM,01/14/13 - 04/29/13,"Weiner, R",80,WAITLIST,IBUS
1466,DUQUES 254,"Oil:Industry,Economy,Society",3.00,25576,M03:30PM - 06:00PM,01/14/13 - 04/29/13,"Weiner, R",80,OPEN,IBUS
1467,DUQUES 254,"Oil:Industry,Economy,Society",3.00,26703,M03:30PM - 06:00PM,01/14/13 - 04/29/13,"Weiner, R",80,OPEN,IAFF
1468,,Individual Research,3.00,20265,,01/14/13 - 04/29/13,"Spencer, J",10,OPEN,IBUS
1469,,International Marketing,3.00,23075,,01/14/13 - 04/29/13,,10,CANCELLED,IBUS
1470,DUQUES 652,Financial Crisis Emerg Markets,1.50,26577,R04:30PM - 07:00PM,01/14/13 - 03/09/13,"Leipziger, D",10,OPEN,IBUS
1471,DUQUES 254,"Oil:Industry,Economy,Society",3.00,25576,M03:30PM - 06:00PM,01/14/13 - 04/29/13,"Weiner, R",80,OPEN,IBUS
1472,DUQUES 254,"Oil:Industry, Economy,Society",3.00,26575,M03:30PM - 06:00PM,01/14/13 - 04/29/13,"Weiner, R",80,WAITLIST,IBUS
1473,DUQUES 254,"Oil:Industry,Economy,Society",3.00,26703,M03:30PM - 06:00PM,01/14/13 - 04/29/13,"Weiner, R",80,OPEN,IAFF
1474,,Ghana,3.00,25577,,01/14/13 - 04/29/13,"Spencer, J",60,OPEN,IBUS
1475,SEE DEPT,Ghana,3.00,27497,,01/14/13 - 04/29/13,"Spencer, J",60,OPEN,IBUS
1476,OM 305,Basic Italian I,4.00,21855,MTWR11:10AM - 12:00PM,01/14/13 - 04/29/13,"Cassola Nehme, K",10,OPEN,ITAL
1477,1776 G 101AND1957 E 314,Basic Italian I,4.00,23071,MW12:45PM - 01:35PMANDTR12:45PM - 01:35PM,01/14/13 - 04/29/13,"Cassola Nehme, K",11,OPEN,ITAL
1478,,Basic Italian II,4.00,20275,,01/14/13 - 04/29/13,,10,CANCELLED,ITAL
1479,COR 111AND1776 G 102,Basic Italian II,4.00,20276,MW11:10AM - 12:00PMANDTR11:10AM - 12:00PM,01/14/13 - 04/29/13,"Sebastiani Renggli, C",11,OPEN,ITAL
1480,MON 353,Basic Italian II,4.00,21105,MTWR02:20PM - 03:10PM,01/14/13 - 04/29/13,"Longoni, A",12,OPEN,ITAL
1481,,Basic Italian II,4.00,21414,,01/14/13 - 04/29/13,,13,CANCELLED,ITAL
1482,PHIL 111,Basic Italian II,4.00,21604,MTWR03:55PM - 04:45PM,01/14/13 - 04/29/13,"Longoni, A",14,OPEN,ITAL
1483,PHIL 110,Basic Italian II,4.00,22061,MTWR09:35AM - 10:25AM,01/14/13 - 04/29/13,"Sebastiani Renggli, C",15,OPEN,ITAL
1484,PHIL 111,Basic Italian II,4.00,22771,MTWR11:10AM - 12:00PM,01/14/13 - 04/29/13,"Di Brina, A",16,OPEN,ITAL
1485,PHIL 111AND2020 K 6,Basic Italian II,4.00,23182,MTR12:45PM - 01:35PMANDW12:45PM - 01:35PM,01/14/13 - 04/29/13,"Longoni, A",17,OPEN,ITAL
1486,MON 113,Intermediate Italian I,3.00,22052,MWF09:35AM - 10:25AM,01/14/13 - 04/29/13,"Warfield, P",10,OPEN,ITAL
1487,1957 E 211,Intermediate Italian II,3.00,21735,MWF11:10AM - 12:00PM,01/14/13 - 04/29/13,"Warfield, P",10,OPEN,ITAL
1488,1957 E 309ANDROME 201,Intermediate Italian II,3.00,20956,MF12:45PM - 01:35PMANDW12:45PM - 01:35PM,01/14/13 - 04/29/13,"Santoro, F",11,OPEN,ITAL
1489,GELM B04,Intermediate Italian II,3.00,25059,MWF02:20PM - 03:10PM,01/14/13 - 04/29/13,"Fici, N",12,OPEN,ITAL
1490,GELM 609AND1957 E B14,"Language, Culture & Society I",3.00,23072,MF12:45PM - 01:35PMANDW12:45PM - 01:35PM,01/14/13 - 04/29/13,"Capone, C",10,OPEN,ITAL
1491,ROME 204,"Language, Culture & Society II",3.00,21106,MWF11:10AM - 12:00PM,01/14/13 - 04/29/13,"Santoro, F",10,OPEN,ITAL
1492,PHIL 511,History of Italian Film,3.00,25061,T11:10AM - 01:40PM,01/14/13 - 04/29/13,"Westwater, L",10,OPEN,ITAL
1493,PHIL 511,Boccacio,3.00,26706,M11:10AM - 01:40PM,01/14/13 - 04/29/13,"Westwater, L",10,OPEN,ITAL
1494,,Independent Study,1.00,21660,,01/14/13 - 04/29/13,"Westwater, L",10,OPEN,ITAL
1495,ROME 206,Beginning Japanese II,4.00,21164,TR09:35AM - 10:50AM,01/14/13 - 04/29/13,"Seya, R",10,OPEN,JAPN
1496,PHIL 109,Drill,0.00,21166,MW08:00AM - 08:50AM,01/14/13 - 04/29/13,"Seya, R",30,OPEN,JAPN
1497,ROME 352,Drill,0.00,21167,MW09:35AM - 10:25AM,01/14/13 - 04/29/13,"Seya, R",31,OPEN,JAPN
1498,FNGR 220,Drill,0.00,21168,MW12:45PM - 01:35PM,01/14/13 - 04/29/13,"Hamano, S",32,OPEN,JAPN
1499,DUQUES 360,Drill,0.00,21169,MW02:20PM - 03:10PM,01/14/13 - 04/29/13,"Sho, Y",33,OPEN,JAPN
1500,ROME 206,Beginning Japanese II,4.00,21165,TR11:10AM - 12:25PM,01/14/13 - 04/29/13,"Seya, R",11,OPEN,JAPN
1501,PHIL 109,Drill,0.00,21166,MW08:00AM - 08:50AM,01/14/13 - 04/29/13,"Seya, R",30,OPEN,JAPN
1502,ROME 352,Drill,0.00,21167,MW09:35AM - 10:25AM,01/14/13 - 04/29/13,"Seya, R",31,OPEN,JAPN
1503,FNGR 220,Drill,0.00,21168,MW12:45PM - 01:35PM,01/14/13 - 04/29/13,"Hamano, S",32,OPEN,JAPN
1504,DUQUES 360,Drill,0.00,21169,MW02:20PM - 03:10PM,01/14/13 - 04/29/13,"Sho, Y",33,OPEN,JAPN
1505,ROME 352,Intermediate Japanese II,4.00,21170,MW12:45PM - 02:00PM,01/14/13 - 04/29/13,"Sato, M",10,OPEN,JAPN
1506,,Drill,0.00,21171,,01/14/13 - 04/29/13,,30,CANCELLED,JAPN
1507,ROME 351,Drill,0.00,21172,TR02:20PM - 03:10PM,01/14/13 - 04/29/13,"Cavanaugh, W",31,OPEN,JAPN
1508,ROME 352,Drill,0.00,21173,TR03:55PM - 04:45PM,01/14/13 - 04/29/13,"Cavanaugh, W",32,OPEN,JAPN
1509,ROME 352,Intermediate Japanese II,4.00,23184,MW03:45PM - 05:00PM,01/14/13 - 04/29/13,"Sato, M",11,OPEN,JAPN
1510,,Drill,0.00,21171,,01/14/13 - 04/29/13,,30,CANCELLED,JAPN
1511,ROME 351,Drill,0.00,21172,TR02:20PM - 03:10PM,01/14/13 - 04/29/13,"Cavanaugh, W",31,OPEN,JAPN
1512,ROME 352,Drill,0.00,21173,TR03:55PM - 04:45PM,01/14/13 - 04/29/13,"Cavanaugh, W",32,OPEN,JAPN
1513,DUQUES 250,Intermediate Japanese IV,3.00,22258,MW02:20PM - 03:35PM,01/14/13 - 04/29/13,"Tsujioka, T",10,CLOSED,JAPN
1514,2020 K 23,Intermediate Japanese IV,3.00,22933,MW04:45PM - 06:00PM,01/14/13 - 04/29/13,"Tsujioka, T",11,OPEN,JAPN
1515,ROME 206,Japanese Lit in Translation,3.00,20277,MW04:45PM - 06:00PM,01/14/13 - 04/29/13,"Hanami, I",10,OPEN,JAPN
1516,MPA B07,Japanese Culture Through Film,3.00,20688,W07:10PM - 10:00PM,01/14/13 - 04/29/13,"Hanami, I",80,CLOSED,JAPN
1517,MPA B07,Japanese Culture Through Film,3.00,20863,W07:10PM - 10:00PM,01/14/13 - 04/29/13,"Hanami, I",80,CLOSED,ANTH
1518,ROME 352,Readings in Modern Japanese,3.00,21073,TR02:20PM - 03:35PM,01/14/13 - 04/29/13,"Tsujioka, T",10,OPEN,JAPN
1519,1957 E 313,Readings in Classical Japanese,3.00,21089,TR12:45PM - 02:00PM,01/14/13 - 04/29/13,"Hanami, I",10,OPEN,JAPN
1520,2020 K 6,Advanced Conv & Comp II,3.00,22259,TR03:45PM - 05:00PM,01/14/13 - 04/29/13,"Hamano, S",10,OPEN,JAPN
1521,,Directed Reading,3.00,21090,,01/14/13 - 04/29/13,"Hanami, I",10,OPEN,JAPN
1522,SEE DEPT,Proseminar,3.00,22260,,01/14/13 - 04/29/13,"Hanami, I",10,OPEN,JAPN
1523,2142 G CONF,Senior Thesis,3.00,24345,,01/14/13 - 04/29/13,"Weissman Joselit, J",10,OPEN,JSTD
1524,MPA 302,JewishLifeContempAmerica,3.00,26789,W05:10PM - 07:00PM,01/14/13 - 04/29/13,"Weissman Joselit, J",80,OPEN,JSTD
1525,MPA 302,ContemporaryJewishLife/Context,3.00,25834,W05:10PM - 07:00PM,01/14/13 - 04/29/13,"Weissman Joselit, J",80,OPEN,HIST
1526,MPA 302,JewishLifeContempAmerica,3.00,27115,W05:10PM - 07:00PM,01/14/13 - 04/29/13,"Weissman Joselit, J",81,OPEN,AMST
1527,BELL 106AND1957 E 309,Beginning Korean II,4.00,20278,T09:35AM - 10:50AMANDR09:35AM - 10:50AM,01/14/13 - 04/29/13,"Pak, M",10,OPEN,"KOR
"
1528,FNGR 223,Drill,0.00,22261,MW11:10AM - 12:00PM,01/14/13 - 04/29/13,"Pak, M",30,OPEN,"KOR
"
1529,,Drill,0.00,24206,,01/14/13 - 04/29/13,,31,CANCELLED,"KOR
"
1530,PHIL 108AND2020 K 14,Intermediate Korean II,4.00,20279,T09:35AM - 10:50AMANDR09:35AM - 10:50AM,01/14/13 - 04/29/13,"Kang, Y",10,OPEN,"KOR
"
1531,1957 E 212,Drill,0.00,22262,MW02:20PM - 03:10PM,01/14/13 - 04/29/13,"Kang, Y",30,OPEN,"KOR
"
1532,ROME 470,Intermediate Korean IV,3.00,22263,MW03:45PM - 05:00PM,01/14/13 - 04/29/13,"Pak, M",10,CLOSED,"KOR
"
1533,,Korean Lit in Translation II,3.00,21470,,01/14/13 - 04/29/13,,10,CANCELLED,"KOR
"
1534,ROME 470,Intro to Korean Linguistics,3.00,26288,TR03:45PM - 05:00PM,01/14/13 - 04/29/13,"Pak, M",10,CLOSED,"KOR
"
1535,1957 E 112,Korean Culture through Film,3.00,22091,T07:10PM - 10:00PM,01/14/13 - 04/29/13,"Finch, J",10,CLOSED,"KOR
"
1536,1957 E 311,Readings in Modern Korean,3.00,22090,TR03:45PM - 05:00PM,01/14/13 - 04/29/13,"Kang, Y",10,OPEN,"KOR
"
1537,PHIL 416ANDPHIL 416,Beginning Latin II,4.00,21363,TR11:10AM - 12:25PMANDF11:10AM - 12:00PM,01/14/13 - 04/29/13,"Millan, W",10,OPEN,LATN
1538,GELM 609ANDGELM 609,Beginning Latin II,4.00,26359,TR02:20PM - 03:35PMANDF02:20PM - 03:10PM,01/14/13 - 04/29/13,"Smith, A",11,OPEN,LATN
1539,PHIL 301,Vergil's Aeneid,3.00,23553,MWF11:10AM - 12:00PM,01/14/13 - 04/29/13,"Friedland, E",80,OPEN,LATN
1540,PHIL 301,Vergil's Aeneid,3.00,25832,MWF11:10AM - 12:00PM,01/14/13 - 04/29/13,"Friedland, E",80,CLOSED,LATN
1541,PHIL 301,Vergil's Aeneid,3.00,25832,MWF11:10AM - 12:00PM,01/14/13 - 04/29/13,"Friedland, E",80,CLOSED,LATN
1542,PHIL 301,Vergil's Aeneid,3.00,23553,MWF11:10AM - 12:00PM,01/14/13 - 04/29/13,"Friedland, E",80,OPEN,LATN
1543,GELM 609,Ovid,3.00,26360,TR03:45PM - 05:00PM,01/14/13 - 04/29/13,"Fisher, E",80,CLOSED,LATN
1544,GELM 609,Ovid,3.00,26361,TR03:45PM - 05:00PM,01/14/13 - 04/29/13,"Fisher, E",80,OPEN,LATN
1545,GELM 609,Ovid,3.00,26361,TR03:45PM - 05:00PM,01/14/13 - 04/29/13,"Fisher, E",80,OPEN,LATN
1546,GELM 609,Ovid,3.00,26360,TR03:45PM - 05:00PM,01/14/13 - 04/29/13,"Fisher, E",80,CLOSED,LATN
1547,2033 K 1,Hiking,1.00,25143,F01:00PM - 02:50PM,01/14/13 - 04/29/13,"Sacco, M",10,OPEN,LSPA
1548,LHWC A203,Dance Conditioning,1.00,25144,F09:00AM - 10:50AM,01/14/13 - 04/29/13,"Ingram, A",10,OPEN,LSPA
1549,LHWC A203ANDLHWC 400,Dance Conditioning,1.00,25145,F11:00AM - 11:50AMANDF12:00PM - 12:50PM,01/14/13 - 04/29/13,"Ingram, A",11,OPEN,LSPA
1550,MARC 501,Meditation,1.00,25146,F01:00PM - 02:50PM,01/14/13 - 04/29/13,"Johnson, J",10,CLOSED,LSPA
1551,MARC 501,Meditation,1.00,25147,T03:00PM - 04:50PM,01/14/13 - 04/29/13,"Mitchell, M",11,OPEN,LSPA
1552,MARC 501,Meditation,1.00,27246,R03:00PM - 04:50PM,01/14/13 - 04/29/13,"Malfitano, M",12,OPEN,LSPA
1553,HAND CHAPEL,Japanese Swordsmanship,1.00,25148,T06:10PM - 08:00PM,01/14/13 - 04/29/13,"Wright, B",MV,OPEN,LSPA
1554,SCEN,Beginning/Intermediate Golf,1.00,25149,T10:00AM - 11:50AM,01/14/13 - 04/29/13,"Shaffer, J",10,CLOSED,LSPA
1555,SCEN,Beginning/Intermediate Golf,1.00,25150,R10:00AM - 11:50AM,01/14/13 - 04/29/13,"Shaffer, J",11,CLOSED,LSPA
1556,,Foil Fencing,1.00,25151,,01/14/13 - 04/29/13,,MV,CANCELLED,LSPA
1557,,Foil Fencing,1.00,25152,,01/14/13 - 04/29/13,,MV1,CANCELLED,LSPA
1558,LHWC 400,Basketball,1.00,25153,MW10:00AM - 10:50AM,01/14/13 - 04/29/13,"Allen, W",10,OPEN,LSPA
1559,LHWC 400,Basketball,1.00,25154,MW11:00AM - 11:50AM,01/14/13 - 04/29/13,"Allen, W",11,OPEN,LSPA
1560,LHWC 400,Volleyball,1.00,25155,TR02:00PM - 02:50PM,01/14/13 - 04/29/13,"Wolfe, A",10,OPEN,LSPA
1561,MARC 501,Karate,1.00,25156,T07:00PM - 08:50PM,01/14/13 - 04/29/13,"O'Brien, T",10,OPEN,LSPA
1562,,Massage,1.00,25157,,01/14/13 - 04/29/13,,MV,CANCELLED,LSPA
1563,GYM DA/EX,Massage,1.00,25471,W02:00PM - 03:50PM,01/14/13 - 04/29/13,"Sukacz, A",MV1,OPEN,LSPA
1564,LHWC A203,Yoga,1.00,25158,MW10:00AM - 10:50AM,01/14/13 - 04/29/13,"Maguire, E",10,CLOSED,LSPA
1565,MARC 501,Yoga,1.00,27097,TR07:00AM - 07:50AM,01/14/13 - 04/29/13,"Wetzler, J",11,OPEN,LSPA
1566,MARC 501,Yoga,1.00,25159,MW01:00PM - 01:50PM,01/14/13 - 04/29/13,"Carr, R",12,CLOSED,LSPA
1567,,Culture and Media,3.00,26604,,01/14/13 - 04/29/13,,10,CANCELLED,LING
1568,MON 353,Culture and Media,3.00,26643,TR11:10AM - 12:25PM,01/14/13 - 04/29/13,"Dent, A",80,OPEN,LING
1569,MON 353,Culture and Media,3.00,27062,TR11:10AM - 12:25PM,01/14/13 - 04/29/13,"Dent, A",80,OPEN,ANTH
1570,MON 353,Culture and Media,3.00,25121,TR11:10AM - 12:25PM,01/14/13 - 04/29/13,"Dent, A",80,OPEN,ANTH
1571,,Nonverbal Communication,3.00,25087,,01/14/13 - 04/29/13,,81,CANCELLED,LING
1572,,Nonverbal Communication,3.00,26644,,01/14/13 - 04/29/13,,81,CANCELLED,ANTH
1573,MPA 305,Lang & Social Identities,3.00,27405,M05:10PM - 07:00PM,01/14/13 - 04/29/13,"Merritt, M",82,OPEN,LING
1574,MPA 305,Lang & Social Identities,3.00,27021,M05:10PM - 07:00PM,01/14/13 - 04/29/13,"Merritt, M",83,OPEN,ANTH
1575,DUQUES 250,Women's Entreprenl Leadership,3.00,23361,R12:45PM - 03:15PM,01/14/13 - 04/29/13,"Frey, K",80,OPEN,"MGT
"
1576,DUQUES 250,Women's Enterprnl Leadership,3.00,23468,R12:45PM - 03:15PM,01/14/13 - 04/29/13,"Frey, K",80,OPEN,"MGT
"
1577,DUQUES 356,Small Business Management,3.00,27036,T12:45PM - 03:15PM,01/14/13 - 04/29/13,"Singh, S",10,OPEN,"MGT
"
1578,DUQUES 258,Entrepreneurship,3.00,24532,W12:45PM - 03:15PM,01/14/13 - 04/29/13,"Singh, S",10,OPEN,"MGT
"
1579,,Individual Research,1.00 TO   6.00,20315,,01/14/13 - 04/29/13,"Kayes, D",10,OPEN,"MGT
"
1580,,Indiv & Group Dynamics-Orgnztn,3.00,24123,,01/14/13 - 04/29/13,,10,CANCELLED,"MGT
"
1581,DUQUES 258,Conflict Mgt & Negotiations,3.00,21226,R12:45PM - 03:15PM,01/14/13 - 04/29/13,"Bailey, J",10,OPEN,"MGT
"
1582,DUQUES 652,Labor-Mgt Relations/Negotiatns,3.00,27196,T04:30PM - 07:00PM,01/14/13 - 04/29/13,"McHugh, P",10,OPEN,"MGT
"
1583,DUQUES 258,Performance Managmnt &Develpmt;,3.00,27035,R04:30PM - 07:00PM,01/14/13 - 04/29/13,"Burnett, M",10,OPEN,"MGT
"
1584,,Applied Organization Leadershp,3.00,24125,,01/14/13 - 04/29/13,,10,CANCELLED,"MGT
"
1585,DUQUES 250,Women's Enterprnl Leadership,3.00,23468,R12:45PM - 03:15PM,01/14/13 - 04/29/13,"Frey, K",80,OPEN,"MGT
"
1586,DUQUES 250,Women's Entreprenl Leadership,3.00,23361,R12:45PM - 03:15PM,01/14/13 - 04/29/13,"Frey, K",80,OPEN,"MGT
"
1587,DUQUES 254,Small Business Management,3.00,27034,M06:10PM - 08:40PM,01/14/13 - 04/29/13,"Solomon, G",10,OPEN,"MGT
"
1588,DUQUES 353,New Venture Initiation,3.00,21224,W07:10PM - 09:40PM,01/14/13 - 04/29/13,"Solomon, G",10,OPEN,"MGT
"
1589,,International Mgt Experience,3.00,28195,,03/09/13 - 03/17/13,"El Tarabishy, A",60,OPEN,"MGT
"
1590,,Directed Readings & Research,1.00 TO   6.00,20316,,01/14/13 - 04/29/13,"Kayes, D",10,OPEN,"MGT
"
1591,,Thesis Seminar,3.00,20317,,01/14/13 - 04/29/13,"Kayes, D",10,OPEN,"MGT
"
1592,,Thesis Research,3.00,20318,,01/14/13 - 04/29/13,"Kayes, D",10,OPEN,"MGT
"
1593,,Advanced Reading and Research,ARR,20319,,01/14/13 - 04/29/13,"Kayes, D",10,OPEN,"MGT
"
1594,,Dissertation Research,ARR,20320,,01/14/13 - 04/29/13,"Kayes, D",10,OPEN,"MGT
"
1595,1957 E 211,Consumer Behavior,3.00,21579,TR12:45PM - 02:00PM,01/14/13 - 04/29/13,"Majid, K",10,OPEN,MKTG
1596,1957 E 214,Consumer Behavior,3.00,21836,TR03:45PM - 05:00PM,01/14/13 - 04/29/13,"Bryant, A",11,OPEN,MKTG
1597,DUQUES 255,Marketing Research,3.00,21580,R04:30PM - 07:00PM,01/14/13 - 04/29/13,"Ashley, D",10,OPEN,MKTG
1598,DUQUES 251,Advertising,3.00,26328,TR12:45PM - 02:00PM,01/14/13 - 04/29/13,"Elliott, S",80,WAITLIST,MKTG
1599,DUQUES 251,Travel Marketing Communication,3.00,22198,TR12:45PM - 02:00PM,01/14/13 - 04/29/13,"Elliott, S",80,WAITLIST,TSTD
1600,DUQUES 357,Advanced Advertising Campaigns,3.00,20922,MW12:45PM - 02:00PM,01/14/13 - 04/29/13,"Maddox, L",10,OPEN,MKTG
1601,DUQUES 151,Salesmanship/Sales Management,3.00,22137,W07:10PM - 09:40PM,01/14/13 - 04/29/13,"Zeliff, M",10,OPEN,MKTG
1602,GELM B04,Salesmanship/Sales Management,3.00,26327,T03:30PM - 06:00PM,01/14/13 - 04/29/13,"Meah, T",11,OPEN,MKTG
1603,DUQUES 357,Mktg Communications Planning,3.00,24375,MW02:20PM - 03:35PM,01/14/13 - 04/29/13,"Maddox, L",10,OPEN,MKTG
1604,DUQUES 255,Marketing:Strategic Planning,3.00,20923,MW02:20PM - 03:35PM,01/14/13 - 04/29/13,"Liebrenz-Himes, M",10,WAITLIST,MKTG
1605,DUQUES 251,Marketing:Strategic Planning,3.00,21837,MW03:45PM - 05:00PM,01/14/13 - 04/29/13,"Liebrenz-Himes, M",11,OPEN,MKTG
1606,DUQUES 254,New Media Marketing,3.00,26329,R03:30PM - 06:00PM,01/14/13 - 04/29/13,"May, K; Schoonmaker, M",10,OPEN,MKTG
1607,,Independent Study,ARR,22613,,01/14/13 - 04/29/13,"Perry, V",10,OPEN,MKTG
1608,,Buyer Behavior,3.00,25424,,01/14/13 - 04/29/13,,10,CANCELLED,MKTG
1609,,Marketing of Services,3.00,26330,,01/14/13 - 04/29/13,,10,CANCELLED,MKTG
1610,DUQUES 359,Electronic Marketing & Commerc,3.00,26331,M07:10PM - 09:40PM,01/14/13 - 04/29/13,"Levy, S",80,CLOSED,MKTG
1611,DUQUES 359,Tourism Information Mgt System,3.00,26326,M07:10PM - 09:40PM,01/14/13 - 04/29/13,"Levy, S",80,OPEN,TSTD
1612,,Strategic Brand Management,3.00,26333,,01/14/13 - 04/29/13,,10,CANCELLED,MKTG
1613,FNGR 222,Marketing Strategy,3.00,26334,T07:10PM - 09:40PM,01/14/13 - 04/29/13,"Rau, P",10,OPEN,MKTG
1614,,Marketing Metrics& Models,3.00,26335,,01/14/13 - 03/09/13,,10,CANCELLED,MKTG
1615,,Sales Management,1.50,27084,,03/18/13 - 04/29/13,,11,CANCELLED,MKTG
1616,,Selling,1.50,27083,,03/18/13 - 04/29/13,,12,CANCELLED,MKTG
1617,FNGR 209,Financial Accounting,3.00,23678,W07:10PM - 09:40PM,01/14/13 - 04/29/13,"Singleton, L",80,CLOSED,MBAD
1618,FNGR 209,Financial Accounting,3.00,25641,W07:10PM - 09:40PM,01/14/13 - 04/29/13,"Singleton, L",80,CLOSED,ACCY
1619,DUQUES 255,Managerial Accounting,1.50,25717,W07:10PM - 09:40PM,01/14/13 - 03/09/13,"Zhang, Y",80,OPEN,MBAD
1620,DUQUES 255,Managerial Accounting I,1.50,25715,W07:10PM - 09:40PM,01/14/13 - 03/09/13,"Zhang, Y",81,OPEN,ACCY
1621,DUQUES 651,Judgment/Uncertainty&Decisions;,1.50,23712,M07:10PM - 09:40PM,01/14/13 - 03/09/13,"Altug, M",10,OPEN,MBAD
